job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,received_callback,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality
314,Boston,wholesale_and_retail_trade,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Latoya,black,Female,1,No,No,No,10,No,No,No,No,No,No,low
315,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,1,Yes,No,none_listed,0,Hakim,black,Male,4,No,Yes,No,7,No,No,No,No,No,No,low
315,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,1,Yes,No,none_listed,0,Jay,white,Male,4,No,Yes,Yes,4,Yes,No,Yes,Yes,No,Yes,high
315,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,1,Yes,No,none_listed,0,Leroy,black,Male,4,No,Yes,Yes,6,Yes,No,Yes,No,No,Yes,high
315,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,1,Yes,No,none_listed,0,Meredith,white,Female,4,No,Yes,Yes,6,Yes,No,No,No,No,No,low
316,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,1,Kristen,white,Female,4,No,No,Yes,6,Yes,No,Yes,No,No,Yes,high
316,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,1,Latonya,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
316,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Neil,white,Male,4,No,No,Yes,6,No,No,No,No,No,No,low
316,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Tyrone,black,Male,4,No,No,Yes,4,Yes,No,Yes,Yes,No,Yes,high
317,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
317,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,6,No,No,No,No,No,No,low
317,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,6,Yes,No,Yes,No,No,Yes,high
317,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Tanisha,black,Female,4,No,No,Yes,4,Yes,No,Yes,Yes,No,Yes,high
318,Boston,other_service,retail_sales,NA,Yes,unknown,No,No,No,None,No,No,none_listed,1,Anne,white,Female,4,No,No,Yes,6,Yes,No,Yes,No,No,Yes,high
318,Boston,other_service,retail_sales,NA,Yes,unknown,No,No,No,None,No,No,none_listed,1,Jamal,black,Male,4,No,No,Yes,6,No,No,No,No,No,No,low
318,Boston,other_service,retail_sales,NA,Yes,unknown,No,No,No,None,No,No,none_listed,1,Jay,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
318,Boston,other_service,retail_sales,NA,Yes,unknown,No,No,No,None,No,No,none_listed,1,Tyrone,black,Male,4,No,No,Yes,4,Yes,No,Yes,Yes,No,Yes,high
319,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,No,2,Yes,No,none_listed,0,Meredith,white,Female,4,No,No,No,10,Yes,No,No,Yes,No,Yes,high
319,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,No,2,Yes,No,none_listed,0,Tamika,black,Female,4,No,No,No,10,Yes,Yes,Yes,No,No,Yes,high
320,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Allison,white,Female,4,No,No,Yes,14,Yes,No,Yes,Yes,No,Yes,high
320,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Brett,white,Male,4,No,No,No,20,No,No,No,No,No,No,low
320,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,1,Lakisha,black,Female,4,No,No,No,10,Yes,No,Yes,No,No,No,high
320,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Tyrone,black,Male,4,No,No,Yes,26,No,No,No,No,No,No,low
321,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,Yes,Yes,2,No,No,Some_college,0,Allison,white,Female,4,No,No,No,10,Yes,No,No,No,No,No,low
321,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,Yes,Yes,2,No,No,Some_college,0,Latoya,black,Female,4,No,No,No,10,Yes,No,No,Yes,No,Yes,high
321,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,Yes,Yes,2,No,No,Some_college,0,Rasheed,black,Male,4,No,No,No,13,No,No,No,No,No,No,low
321,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,Yes,Yes,2,No,No,Some_college,0,Sarah,white,Female,4,No,No,Yes,23,Yes,No,Yes,No,No,Yes,high
322,Boston,wholesale_and_retail_trade,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,Yes,2,Yes,No,No,No,No,No,low
322,Boston,wholesale_and_retail_trade,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Geoffrey,white,Male,4,No,No,No,13,Yes,No,No,No,No,Yes,high
322,Boston,wholesale_and_retail_trade,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
322,Boston,wholesale_and_retail_trade,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Tremayne,black,Male,4,No,No,Yes,6,Yes,No,Yes,No,No,Yes,high
324,Boston,other_service,retail_sales,0,No,private,Yes,No,No,None,Yes,No,none_listed,0,Emily,white,Female,4,No,No,No,20,No,No,Yes,No,No,No,high
324,Boston,other_service,retail_sales,0,No,private,Yes,No,No,None,Yes,No,none_listed,1,Hakim,black,Male,4,No,No,Yes,5,Yes,Yes,Yes,No,No,No,high
324,Boston,other_service,retail_sales,0,No,private,Yes,No,No,None,Yes,No,none_listed,0,Laurie,white,Female,4,No,No,No,8,No,No,No,No,No,No,low
324,Boston,other_service,retail_sales,0,No,private,Yes,No,No,None,Yes,No,none_listed,0,Tyrone,black,Male,4,No,No,No,13,Yes,No,No,No,No,No,low
325,Boston,other_service,retail_sales,0,Yes,private,Yes,No,No,None,Yes,No,none_listed,0,Kristen,white,Female,4,No,No,No,8,No,No,No,No,No,No,low
325,Boston,other_service,retail_sales,0,Yes,private,Yes,No,No,None,Yes,No,none_listed,0,Lakisha,black,Female,4,No,No,No,13,Yes,No,No,No,No,No,low
325,Boston,other_service,retail_sales,0,Yes,private,Yes,No,No,None,Yes,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,5,Yes,Yes,Yes,No,No,No,high
325,Boston,other_service,retail_sales,0,Yes,private,Yes,No,No,None,Yes,No,none_listed,0,Tremayne,black,Male,4,No,No,No,20,No,No,Yes,No,No,No,high
327,Boston,business_and_personal_service,manager,NA,No,unknown,Yes,No,No,2,No,No,none_listed,1,Ebony,black,Female,4,No,No,No,18,Yes,No,Yes,No,No,No,high
327,Boston,business_and_personal_service,manager,NA,No,unknown,Yes,No,No,2,No,No,none_listed,0,Jill,white,Female,4,No,No,No,26,No,No,No,No,No,No,low
327,Boston,business_and_personal_service,manager,NA,No,unknown,Yes,No,No,2,No,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
327,Boston,business_and_personal_service,manager,NA,No,unknown,Yes,No,No,2,No,No,none_listed,0,Tremayne,black,Male,4,No,No,No,8,Yes,No,No,No,No,No,low
329,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,Yes,None,Yes,No,Some_college,0,Emily,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
329,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,Yes,None,Yes,No,Some_college,0,Hakim,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
329,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,Yes,None,Yes,No,Some_college,0,Latoya,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
329,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,Yes,None,Yes,No,Some_college,0,Todd,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
330,Boston,manufacturing,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jermaine,black,Male,4,No,No,No,20,No,No,No,No,No,No,low
330,Boston,manufacturing,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jill,white,Female,4,No,No,Yes,26,No,No,No,No,No,No,low
330,Boston,manufacturing,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,1,Kristen,white,Female,4,No,No,No,10,Yes,No,Yes,No,No,No,high
330,Boston,manufacturing,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Leroy,black,Male,4,No,No,Yes,14,Yes,No,Yes,Yes,No,Yes,high
331,Boston,transportation_communication,manager,1,No,public,Yes,Yes,No,1,No,No,none_listed,0,Ebony,black,Female,4,No,Yes,Yes,23,Yes,No,Yes,No,No,Yes,high
331,Boston,transportation_communication,manager,1,No,public,Yes,Yes,No,1,No,No,none_listed,0,Matthew,white,Male,4,No,Yes,No,11,No,No,No,No,No,No,low
331,Boston,transportation_communication,manager,1,No,public,Yes,Yes,No,1,No,No,none_listed,0,Sarah,white,Female,4,No,Yes,No,10,Yes,No,Yes,Yes,No,Yes,high
331,Boston,transportation_communication,manager,1,No,public,Yes,Yes,No,1,No,No,none_listed,0,Tanisha,black,Female,4,No,Yes,No,10,Yes,No,No,No,No,No,low
332,Boston,wholesale_and_retail_trade,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Brendan,white,Male,4,No,No,Yes,9,Yes,No,No,No,No,Yes,high
332,Boston,wholesale_and_retail_trade,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Jamal,black,Male,4,No,No,Yes,14,Yes,Yes,Yes,Yes,No,Yes,high
332,Boston,wholesale_and_retail_trade,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Laurie,white,Female,4,No,No,No,16,No,No,No,No,No,No,low
332,Boston,wholesale_and_retail_trade,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Tamika,black,Female,4,No,No,Yes,13,No,No,No,No,No,No,low
333,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,1,Greg,white,Male,4,No,No,Yes,13,Yes,Yes,No,Yes,No,Yes,high
333,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Kenya,black,Female,4,No,No,No,23,Yes,No,Yes,No,No,Yes,high
333,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,1,Kristen,white,Female,4,No,No,No,26,No,No,No,No,No,No,low
333,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Lakisha,black,Female,2,No,No,No,15,No,Yes,No,No,No,No,low
334,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Jamal,black,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
334,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Kareem,black,Male,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
334,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Laurie,white,Female,4,No,No,No,8,No,No,Yes,No,No,Yes,high
334,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Todd,white,Male,4,No,No,Yes,8,Yes,No,No,No,No,No,low
335,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,Yes,2,No,No,college,0,Brad,white,Male,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
335,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,Yes,2,No,No,college,0,Ebony,black,Female,4,No,No,No,8,No,No,Yes,No,No,Yes,high
335,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,Yes,2,No,No,college,0,Greg,white,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
335,Boston,manufacturing,sales_rep,0,Yes,private,Yes,No,Yes,2,No,No,college,0,Hakim,black,Male,4,No,No,Yes,8,Yes,No,No,No,No,No,low
336,Boston,wholesale_and_retail_trade,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Anne,white,Female,4,No,No,Yes,2,Yes,No,No,No,No,No,low
336,Boston,wholesale_and_retail_trade,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Kenya,black,Female,4,No,No,Yes,6,Yes,No,Yes,No,No,Yes,high
336,Boston,wholesale_and_retail_trade,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Kristen,white,Female,4,No,No,Yes,7,Yes,Yes,Yes,Yes,No,Yes,high
336,Boston,wholesale_and_retail_trade,sales_rep,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Tremayne,black,Male,4,No,No,Yes,6,Yes,No,No,Yes,No,No,low
337,Boston,other_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Jermaine,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
337,Boston,other_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,1,Laurie,white,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
337,Boston,other_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Matthew,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
337,Boston,other_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
338,Boston,business_and_personal_service,sales_rep,1,No,public,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
338,Boston,business_and_personal_service,sales_rep,1,No,public,No,No,No,None,No,No,none_listed,0,Jamal,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
338,Boston,business_and_personal_service,sales_rep,1,No,public,No,No,No,None,No,No,none_listed,0,Sarah,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
338,Boston,business_and_personal_service,sales_rep,1,No,public,No,No,No,None,No,No,none_listed,0,Todd,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
339,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Allison,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
339,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Darnell,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
339,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,1,Jay,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
339,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Tyrone,black,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
340,Boston,transportation_communication,sales_rep,1,No,private,No,No,No,None,No,No,none_listed,0,Brendan,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
340,Boston,transportation_communication,sales_rep,1,No,private,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
340,Boston,transportation_communication,sales_rep,1,No,private,No,No,No,None,No,No,none_listed,0,Greg,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
340,Boston,transportation_communication,sales_rep,1,No,private,No,No,No,None,No,No,none_listed,1,Latoya,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
341,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,1,Yes,No,none_listed,1,Brad,white,Male,4,No,Yes,No,7,No,No,No,No,No,No,low
341,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,1,Yes,No,none_listed,0,Ebony,black,Female,4,No,Yes,Yes,6,No,No,No,No,No,No,low
341,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,1,Yes,No,none_listed,1,Neil,white,Male,4,No,Yes,Yes,7,Yes,No,Yes,No,No,Yes,high
341,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,1,Yes,No,none_listed,1,Rasheed,black,Male,4,No,Yes,Yes,4,Yes,No,Yes,Yes,No,Yes,high
342,Boston,business_and_personal_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Aisha,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
342,Boston,business_and_personal_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Anne,white,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
342,Boston,business_and_personal_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Brendan,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
342,Boston,business_and_personal_service,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Leroy,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
343,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Anne,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
343,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
343,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Laurie,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
343,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Tanisha,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
344,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,Yes,2,No,No,college,0,Brendan,white,Male,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
344,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,Yes,2,No,No,college,0,Kenya,black,Female,4,No,No,Yes,8,Yes,No,No,No,No,No,low
344,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,Yes,2,No,No,college,0,Neil,white,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
344,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,Yes,2,No,No,college,0,Tyrone,black,Male,4,No,No,No,8,No,No,Yes,No,No,Yes,high
345,Boston,manufacturing,manager,0,Yes,private,Yes,No,Yes,3,No,No,college,0,Brendan,white,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
345,Boston,manufacturing,manager,0,Yes,private,Yes,No,Yes,3,No,No,college,0,Jamal,black,Male,4,No,No,No,26,No,No,No,No,No,No,low
345,Boston,manufacturing,manager,0,Yes,private,Yes,No,Yes,3,No,No,college,0,Latonya,black,Female,4,No,No,No,18,Yes,No,Yes,No,No,No,high
345,Boston,manufacturing,manager,0,Yes,private,Yes,No,Yes,3,No,No,college,0,Matthew,white,Male,4,No,No,No,8,Yes,No,No,No,No,No,low
346,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Aisha,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
346,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Brendan,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
346,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Jay,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
346,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
347,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,3,No,No,none_listed,0,Brett,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
347,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,3,No,No,none_listed,0,Hakim,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
347,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,3,No,No,none_listed,0,Leroy,black,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
347,Boston,other_service,sales_rep,NA,No,unknown,Yes,No,No,3,No,No,none_listed,0,Todd,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
348,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,Yes,1,No,No,Some_college,0,Aisha,black,Female,4,No,Yes,No,8,Yes,No,No,No,No,No,low
348,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,Yes,1,No,No,Some_college,0,Brett,white,Male,4,No,Yes,No,26,No,No,No,No,No,No,low
348,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,Yes,1,No,No,Some_college,0,Lakisha,black,Female,4,No,Yes,Yes,14,Yes,Yes,Yes,No,No,No,high
348,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,Yes,1,No,No,Some_college,0,Matthew,white,Male,4,No,Yes,No,18,Yes,No,Yes,No,No,No,high
349,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,Yes,6,Yes,Yes,Yes,No,No,Yes,high
349,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jamal,black,Male,2,No,No,No,8,No,No,No,No,No,No,low
349,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jermaine,black,Male,4,No,No,No,10,Yes,No,No,Yes,No,Yes,high
349,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Sarah,white,Female,1,No,No,No,10,No,No,No,No,No,No,low
350,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Greg,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
350,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Jamal,black,Male,4,No,No,Yes,6,No,No,No,No,No,No,low
350,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,7,Yes,No,Yes,No,No,Yes,high
350,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Todd,white,Male,4,No,No,Yes,4,Yes,No,Yes,Yes,No,Yes,high
351,Boston,manufacturing,sales_rep,1,Yes,private,Yes,No,Yes,None,Yes,No,college,0,Aisha,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
351,Boston,manufacturing,sales_rep,1,Yes,private,Yes,No,Yes,None,Yes,No,college,0,Kareem,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
351,Boston,manufacturing,sales_rep,1,Yes,private,Yes,No,Yes,None,Yes,No,college,0,Matthew,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
351,Boston,manufacturing,sales_rep,1,Yes,private,Yes,No,Yes,None,Yes,No,college,0,Meredith,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
352,Boston,other_service,retail_sales,NA,Yes,unknown,Yes,No,No,2,No,No,none_listed,1,Greg,white,Male,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
352,Boston,other_service,retail_sales,NA,Yes,unknown,Yes,No,No,2,No,No,none_listed,1,Jay,white,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
352,Boston,other_service,retail_sales,NA,Yes,unknown,Yes,No,No,2,No,No,none_listed,1,Kareem,black,Male,4,No,No,No,8,No,No,Yes,No,No,Yes,high
352,Boston,other_service,retail_sales,NA,Yes,unknown,Yes,No,No,2,No,No,none_listed,1,Tamika,black,Female,4,No,No,Yes,8,Yes,No,No,No,No,No,low
353,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Greg,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
353,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Jamal,black,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
353,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Latoya,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
353,Boston,business_and_personal_service,retail_sales,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Neil,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
354,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,No,1,No,No,none_listed,1,Brett,white,Male,4,No,Yes,Yes,2,Yes,No,Yes,Yes,No,Yes,high
354,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,No,1,No,No,none_listed,1,Ebony,black,Female,4,No,Yes,Yes,6,Yes,No,No,No,No,No,low
354,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,No,1,No,No,none_listed,0,Neil,white,Male,4,No,Yes,No,7,No,No,No,No,No,No,low
354,Boston,business_and_personal_service,sales_rep,0,Yes,private,Yes,No,No,1,No,No,none_listed,1,Tremayne,black,Male,4,No,Yes,Yes,8,Yes,No,Yes,No,No,Yes,high
355,Boston,manufacturing,manager,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Brad,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
355,Boston,manufacturing,manager,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Jermaine,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
355,Boston,manufacturing,manager,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Neil,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
355,Boston,manufacturing,manager,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Tamika,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
356,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
356,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
356,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Meredith,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
356,Boston,other_service,retail_sales,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
357,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Greg,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
357,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Rasheed,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
357,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,Yes,No,none_listed,1,Tanisha,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
357,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Todd,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
